,location,hashtag,cnt,retweet_mean,retweet_max,text
1609,Gambia,china,7,39.57,152,mary help of christians we entrustthe journey of the faithful in china to you we ask you to present to the lord of history the trials and tribulations the petitions and the hopes of all those who pray to you o queen of heaven praytogether maryhelpofchristians
1610,Gambia,eu,6,198.5,665,flag of thr eu enters ukrainian parliament historic event ukraine is europe robertametsola standwithukraine https t co gg3vvhvykg
1611,Gambia,kharkiv,1,28.0,28,a redcrossukraine volunteer covering an injured woman during the shelling in kharkiv yesterday he didn t leave the wounded alone the lifesaving work of our ukrainian teams is inspiring they serve humanity everyday we ifrc are all very proud of them https t co tkziryhane
1612,Gambia,kyiv,2,383.0,660,i spent most of the day checking on points of defense in kyiv my resistance team is helping out organize the supplies and patrol the city the fun part is people did not expect mps to stay in town they thought we fled no we did not we are here to fight together ukraine https t co ryzoufxdir
1613,Gambia,mariupol,5,1281.6,3309,22000 killed in mariupol the number is unthinkable and it is growing still warday 48
1614,Gambia,nato,29,179.41,2628,us nato destroyed the human rights of the people that live in afghanistan for 20 years they spent 300 million a day destroying the place now we are starving them we can find endless money to pour arms into ukraine but we cannot feed the afghans who has who is lives we destroyed https t co ibofkh9n2m
1615,Gambia,news,6,0.67,2,news hunger in west africa reaches record high in a decade as the region faces an unprecedented crisis exacerbated by russiaukrainewar read more https t co 48ylpx8olw ifad faoafrica https t co tyse51dv3w
1616,Gambia,putin,24,244.25,5239,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
1617,Gambia,russia,57,557.89,13470,wow this is how russia is trying to attract people to go and live there and no it s not satire https t co c9vmgacixj
1618,Gambia,russian,14,247.71,3125,ukrainian mother and daughter fighting to protect their homeland from the invading russian orcs https t co d24p8omdds
1619,Gambia,russianukrainianwar,3,0.33,1,united kingdom still hold an african colony russiaukraine russianukrainianwar stopthewar https t co l3whagcg6l
1620,Gambia,russiaukrainewar,2,0.5,1,russian president vladimir putin will visit tehran for talks with iranian supreme leader ayatollah ali khamenei the kremlin leader s first trip outside the former soviet union since invasion of ukraine russia iran russiaukrainewar https t co 1yjncu5aew
1621,Gambia,slavaukraini,1,11.0,11,ukraine wins eurovision contest the visuals are shattering slavaukraini kalush orchestra stefania official video eurovision 2022 https t co u2l7difphl via youtube
1622,Gambia,standwithukraine,9,1651.67,9373,courage strength resolve with zelenskyyua in kyiv slava ukraini standwithukraine https t co snc2plwq0y
1623,Gambia,ukraine,159,402.28,17490,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1624,Gambia,ukrainerussianwar,4,4374.5,17490,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1625,Gambia,ukrainerussiawar,2,143.0,285,anastasia 10 was killed by a tank round her mother and uncle were also at the house but survived she was hiding in a corner the tank that fired was several hundred meters away a blind shot source eric bouvet russianwarcrimes ukrainerussiawar https t co f3rsgertzv
1626,Gambia,ukraineunderattack,3,5830.33,17490,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1627,Gambia,ukrainewar,5,2.2,9,the ukrainewar has caused global grain prices to surge particularly in africa where 44 of wheat imports come from ukraine climate change and the pandemic had already increased the impact of food crises on the continent leomcguinn has more https t co 9gxkcwdtqt
1628,Gambia,ukrainian,11,713.27,3125,ukrainian mother and daughter fighting to protect their homeland from the invading russian orcs https t co d24p8omdds
1629,Gambia,us,1,181.0,181,president putin the west should have realised that they would lose from the very beginning of russia s specialmilitaryoperation as it also means the beginning of radical breakdown of us style world order 1 2 https t co csk7kohfxc
1630,Gambia,usa,20,4.8,58,the usa and some other countries as well as nato have been spreading disinformation about china s stance on the ukraine situation and making groundless accusations to attack and smear china detail here https t co kmaynutbwr
1631,Gambia,war,6,1.0,6,how to punish putin reedbrody to markowenf24 on what can be done to punish those who brought war to ukraine full show https t co nd09qusdvl https t co jbmlw8vhvy
1632,Georgia,armukrainenow,1057,331.42,12469,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
1633,Georgia,biden,2071,64.19,2974,this biden hunterbiden 4chan https t co o9gogv5jmg
1634,Georgia,bucha,675,875.94,14258,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
1635,Georgia,business,259,0.31,7,get noticed https t co 8noc10wh1v entrepreneurtoceo veteranowned socialmedia marketing e2ceo e2ceosocial e2ceocoaching coaching training socialmediamarketing 10x money invest ceo grantcardone ceomindset goals sales business salesforce https t co pobvlr4gck
1636,Georgia,china,993,16.35,1301,china multilateral development bank suspends activities in russia
1637,Georgia,eu,1434,103.26,36382,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
1638,Georgia,kharkiv,706,332.26,7053,photo of the kharkiv railway station https t co roc4bjlr3t
1639,Georgia,kherson,495,238.68,2663,good morning from somewhere in kherson region we came we saw we put them to sleep another productive night for the ghosts of the steppes glory to ukraine https t co gnlpbwfuj8
1640,Georgia,kyiv,1380,752.01,32431,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
1641,Georgia,mariupol,2061,1194.25,24688,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
1642,Georgia,nato,1400,274.72,7778,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
1643,Georgia,news,1040,2.12,971,news czech republic netherlands and portugal commit reinforcements to assist ukraine against russia ukrainerussia ukraine
1644,Georgia,putin,3075,191.43,11033,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
1645,Georgia,russia,8266,391.84,46597,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
1646,Georgia,russiaisaterroriststate,553,213.29,19972,dnipro my hometown i live in right now third biggest city of ukraine got bombarded with 6 russian rockets there are reports of many dead and wounded people in cars got burned alive possibly people are under the rubble russiaisaterroriststate https t co nn8we1tpxw
1647,Georgia,russian,2657,447.82,61220,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
1648,Georgia,russianukrainianwar,206,84.06,4070,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
1649,Georgia,russiaukrainewar,477,57.3,3522,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
1650,Georgia,slavaukraini,1069,962.48,25881,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1651,Georgia,standwithukraine,2910,685.85,34981,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
1652,Georgia,stoprussia,1266,654.2,25881,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1653,Georgia,ukraine,17209,621.21,103199,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
1654,Georgia,ukrainerussianwar,342,3042.11,75509,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1655,Georgia,ukrainerussiawar,807,126.21,9615,when you attack us you will see our faces not our backs ukraine president ukrainerussiawar russia ukraine https t co hlyzqwu4rf https t co yh2elstmgw
1656,Georgia,ukraineunderattack,318,3302.87,75509,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1657,Georgia,ukrainewar,738,112.04,6482,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
1658,Georgia,ukrainian,1367,455.8,14622,ukrainian woman carried her old dog for more than 10 miles to cross the border https t co pq2fzsx3db
1659,Georgia,us,395,124.5,4823,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
1660,Georgia,usa,876,10.28,1308,us supplied nato missiles are currently hitting civilian targets in russia this marks a significant escalation of the war by the usa the retaliation will likely be on kiev
1661,Georgia,war,419,150.38,24018,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
1662,Germany,armukrainenow,5516,242.34,33817,without additional weaponry this war will become an endless bloodbath spreading misery suffering and destruction mariupol bucha kramatorsk the list will be continued nobody will stop russia except ukraine with heavy weapons armukrainenow https t co misol5zvua
1663,Germany,biden,1332,50.1,3707,this biden hunterbiden 4chan https t co o9gogv5jmg
1664,Germany,bucha,5341,590.16,14808,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
1665,Germany,business,1222,0.48,20,what are the steps of implemening blockchain in your business 101blockchains khulood_almani cryptocurrency crypto innovation nfts datascience bigdata analytics ml ai digital python tensorflow fintech javascript coding nlp 100daysofcode iot devops bot https t co gqldbt6eay
1666,Germany,china,1635,72.31,3873,how a journalist gets expelled from the europeanparliament when asking the assistant secretary at the us department of health questions about the pentagon bio laboratories around russia china and iran https t co rb7crzgdlg
1667,Germany,eu,3286,183.11,37629,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
1668,Germany,kharkiv,3529,273.23,7823,photo of the kharkiv railway station https t co roc4bjlr3t
1669,Germany,kherson,3084,212.06,7901,not what i imagined liberation to look like kherson https t co pslcoodizj
1670,Germany,kyiv,4531,1066.51,36468,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
1671,Germany,mariupol,10463,882.92,25187,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
1672,Germany,nato,7142,183.08,6170,talked to rterdogan about the results of the nato summit exchanged assessments of the current diplomatic efforts discussed the threat of the food crisis and ways to prevent it i am grateful to turkey for its support
1673,Germany,news,1045,10.92,1392,news our damaged planes from kabul have been repaired and wfp is now ready to establish a humanitarian air bridge between islamabad kabul amp other destinations in afghanistan this will allow us to scale up to meet the needs of the afghan people thank you govtofpakistan https t co 3mbgzdv493
1674,Germany,putin,13057,142.39,11026,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
1675,Germany,russia,32999,417.33,144065,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
1676,Germany,russiaisaterroriststate,2336,255.05,19938,dnipro my hometown i live in right now third biggest city of ukraine got bombarded with 6 russian rockets there are reports of many dead and wounded people in cars got burned alive possibly people are under the rubble russiaisaterroriststate https t co nn8we1tpxw
1677,Germany,russian,10428,447.8,61272,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
1678,Germany,russianukrainianwar,885,126.36,4956,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
1679,Germany,russiaukrainewar,1655,64.2,12035,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
1680,Germany,slavaukraini,4348,451.21,25737,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1681,Germany,standwithukraine,15882,551.8,144065,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
1682,Germany,stoprussia,2797,622.85,25737,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1683,Germany,ukraine,76134,611.78,144065,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
1684,Germany,ukrainerussianwar,1938,2442.21,77377,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1685,Germany,ukrainerussiawar,3931,152.76,15031,sfu token has continued her impressive performance help ukrainians and safeukraine in the ukrainerussiawar and make some dollars in the process 1 dollar soon https t co mexbnkqjdh
1686,Germany,ukraineunderattack,1620,2955.33,77377,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1687,Germany,ukrainewar,5353,87.76,6722,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
1688,Germany,ukrainian,5184,405.66,13556,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
1689,Germany,us,1392,220.84,9300,a pleasure to meet with speakerpelosi amp recognise her longstanding support for taiwan your visit not only reflects strong us congressional support for bilateral ties it also sends a message to the world that democracies stand together in the face of common challenges https t co qu0qud3106
1690,Germany,usa,2925,15.13,7713,basically america right now usa whiteprivilege https t co 1yvfnynzzv
1691,Germany,war,2236,391.79,46878,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
1692,Ghana,armukrainenow,58,462.41,5371,kharkiv today a father holds the hand of his 13 year old son who died under russian shelling photo c reuters standwithukriane armukrainenow https t co j445rgfjbh
1693,Ghana,biden,182,58.15,3160,watch biden in 2002 as he mocks us marine scott ritter calling him scotty boy and grinning as he repeats it s above your pay grade kthalps aaronjmate see the full interview https t co o9ekokpuxx https t co pykemkqtja
1694,Ghana,bucha,76,577.84,5145,why is russia demanding an emergency meeting of the un security council to discuss alleged war crimes in bucha and why is the uk refusing it seems clear enough that
1695,Ghana,business,533,1.12,16,bring your promotion on board just dm mrlamar01 business businessman businesswoman businessowner businessowners businesscoach businesswomen businesslife businesstips businessminded https t co ksixc7a295
1696,Ghana,china,278,61.3,1538,we are closely following the itinerary of pelosi a visit to taiwan by her would constitute a gross interference in china s internal affairs seriously undermine china s sovereignty and territorial integrity wantonly trample on the one china principle
1697,Ghana,eu,152,242.61,4138,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
1698,Ghana,kharkiv,125,128.03,1252,the destroyed kharkiv hospital as a result of a russian airstrike https t co bmmceszyqx
1699,Ghana,kherson,137,141.18,5326,not what i imagined liberation to look like kherson https t co pslcoodizj
1700,Ghana,kyiv,275,1725.67,32537,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
1701,Ghana,kyiv,275,1725.67,32537,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
1702,Ghana,mariupol,347,766.82,13994,tetiana kushnir doctor with the national guards of ukraine died in mariupol azovstal 40 days ago her husband was killed they have a baby son left he s safe rest in peace tetiana we will avenge you armukrainenow https t co addxkveagd
1703,Ghana,nato,700,258.44,5393,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
1704,Ghana,news,2226,0.71,60,how ukraine s music fuels hope and resistance standwithukraine music news politics art war ukraine ukraineunderattaсk https t co scl9hhyfbq
1705,Ghana,putin,1376,280.55,8361,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
1706,Ghana,russia,2866,889.79,20407,this russia dropped bomb would flatten a building and yet these ukraine eods defuse it with 2 hands and a bottle of water while shells audibly land nearby mind boggling bravery https t co kvczeoxryz
1707,Ghana,russiaisaterroriststate,17,33.0,205,russia s missiles in vinnytsia yesterday claimed the lives of this boy and his mother they were killed in one of the city s medical centres where they came for an appointment r i p memory eternal russiaisaterroriststate standwithukraine russianwarcrimes https t co qli6v89tnb
1708,Ghana,russian,697,280.51,13281,dear twittersupport i am not russian state affiliated media i work for no russian media i have 400 000 followers i m the leader of a british political party and spent nearly 30 years in the british parliament if you do not remove this designation i will take legal action
1709,Ghana,russianukrainianwar,332,169.36,2873,who are you supporting russianukrainianwar https t co 1ocbhogrqo
1710,Ghana,russiaukrainewar,458,25.41,917,on april 17 at the age of 38 serhii kolokolov a master of sports in weightlifting died in the russiaukrainewar before the war he was a coach trainer of the donetsk regional specialised children s and youth sports school of the olympic reserve source yangoly sportu https t co fcqi1fdvrx
1711,Ghana,slavaukraini,31,176.42,1880,what is confusing to me is why russia thinks it can hold any territory in ukraine every turncoat and russian soldier won t be able to sleep with both eyes closed the ukrainians will resist you and crush you slavaukraini
1712,Ghana,standwithukraine,508,558.58,25389,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
1713,Ghana,stoprussia,35,677.74,7190,a father reads prayers over the body of his 13 years old son killed today by russia in kharkiv stoprussia standwithukraine https t co zcwdr8xrmm
1714,Ghana,ukraine,4804,547.75,103921,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
1715,Ghana,ukrainerussianwar,354,1424.62,69502,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1716,Ghana,ukrainerussiawar,577,169.72,14952,sfu token has continued her impressive performance help ukrainians and safeukraine in the ukrainerussiawar and make some dollars in the process 1 dollar soon https t co mexbnkqjdh
1717,Ghana,ukraineunderattack,139,3532.79,69502,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1718,Ghana,ukrainewar,344,38.64,1375,hello nato africans haven t forgotten your role in the death of gaddafi and the destruction of libya ukrainewar un i hope you know that there is war in ambazonia and genocide in biafra blacklivesmatter the biafran people need assistance for biafrareferendum https t co u1qj76zkkz
1719,Ghana,ukrainian,330,249.11,13374,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
1720,Ghana,us,229,288.06,4119,delighted to host speakerpelosi amp the us house delegation to taiwan along with leaders from our government amp tech sector thank you for your principled support for closer bilateral ties founded on our shared values of democracy freedom amp respect for human rights https t co 68ajbjeioo
1721,Ghana,usa,376,32.36,1585,us supplied nato missiles are currently hitting civilian targets in russia this marks a significant escalation of the war by the usa the retaliation will likely be on kiev
1722,Ghana,war,175,24.6,1038,they won t allow this video to trend stop escalating the war foreignpolicy usatoday ukinnigeria usinnigeria statedept real_ipobdos euinnigeria unwatch kremlinrussia_e governmentrf https t co 6g2hiu1ja4
1723,Greece,armukrainenow,212,653.69,10136,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
1724,Greece,biden,321,54.32,3975,watch biden in 2002 as he mocks us marine scott ritter calling him scotty boy and grinning as he repeats it s above your pay grade kthalps aaronjmate see the full interview https t co o9ekokpuxx https t co pykemkqtja
1725,Greece,bucha,395,868.65,13569,this guy is a volunteer who helps to exhume corpses from mass graves in bucha to understand the horrors of buchamassacre you need to look at his face the emotions of this young man show it https t co cqf44k75th
1726,Greece,business,73,0.62,5,visit of the ambassador of israel mr yossi amrani to elvo a major investment in greek industry elvo will open a new page and become a successful business paving the way for new investment strengthening our bilateral economic relations elvo is here elvo will make it https t co 3wylkogktp
1727,Greece,china,380,48.35,3336,we standwithukraine by sending 27 tons of medical supplies while china sides with russia in an unlimited alliance taiwan is with freedom amp democracy fighting the expansion of authoritarianism i have faith democracy will prevail jw https t co ujzr0xsn1z
1728,Greece,eu,756,114.49,12831,president zelenskyyua signed eu membership application for ukraine this is the choice of and ukrainian people we more than deserve it https t co frhltfyjvj
1729,Greece,kharkiv,377,358.35,4681,it s 38 km from kharkiv to russia and yet 600k people travel 1019 km to safety in lviv this is all you have to know about what ukrainians feel about russia and their liberation mission ukraineisnotrussia
1730,Greece,kherson,350,171.8,3674,not what i imagined liberation to look like kherson https t co pslcoodizj
1731,Greece,kyiv,911,688.47,36539,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
1732,Greece,mariupol,1989,870.38,24839,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
1733,Greece,nato,3089,103.35,7719,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
1734,Greece,news,13033,0.03,87,news we have just completed the 1st wfp food distribution since the ukraine war started to the previously besieged city of chernihiv 12 000 people have received life saving assistance thank you to our partner redcrossukraine for helping us to make this critical delivery https t co ycivrwlvmn
1735,Greece,putin,1691,132.01,8289,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
1736,Greece,russia,7052,291.54,48425,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
1737,Greece,russiaisaterroriststate,44,443.39,3909,dnipro my hometown i live in right now third biggest city of ukraine got bombarded with 6 russian rockets there are reports of many dead and wounded people in cars got burned alive possibly people are under the rubble russiaisaterroriststate https t co nn8we1tpxw
1738,Greece,russian,1286,528.52,59835,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
1739,Greece,russianukrainianwar,176,48.73,2773,the price of grain russianukrainianwar genocide russianwarcrimesinukraine https t co agfalazfuz
1740,Greece,russiaukrainewar,247,18.12,1221,daria kurdel 20 year old dancesport champion was killed by a russian rocket in kryvyi rih she was training outside with her father when rockets hit a young and beautiful life destroyed in a second russiaukrainewar russiaisaterroriststate https t co pxewmre7mu
1741,Greece,slavaukraini,225,3446.12,23304,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1742,Greece,standwithukraine,862,1079.5,33503,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
1743,Greece,stoprussia,184,1419.71,23304,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1744,Greece,ukraine,11385,590.98,102491,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
1745,Greece,ukrainerussianwar,485,1477.72,73378,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1746,Greece,ukrainerussiawar,1274,34.36,2511,this is what we are fighting for ukrainerussiawar standwithukraine https t co tdx4nvhiwu
1747,Greece,ukraineunderattack,222,3336.72,73378,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
1748,Greece,ukrainewar,1225,33.54,4962,paris now prayforukraine ukraineunderattack ukrainerussia ukrainewar https t co fgejkcdmlo
1749,Greece,ukrainewar,1225,33.54,4962,paris now prayforukraine ukraineunderattack ukrainerussia ukrainewar https t co fgejkcdmlo
1750,Greece,ukrainian,762,478.04,11401,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
1751,Greece,us,706,92.77,5317,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
1752,Greece,usa,508,22.74,1616,us supplied nato missiles are currently hitting civilian targets in russia this marks a significant escalation of the war by the usa the retaliation will likely be on kiev
1753,Greece,war,471,414.17,46871,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
1754,Greenland,armukrainenow,16,676.06,3157,let us unite to stop the war in ukraine let us defend freedom and save lives we ask world leaders to armukrainenow
1755,Greenland,biden,32,58.38,1436,let us take a more honest look at biden and putin thank you irinamar1004_z https t co 5jexui7mnb
1756,Greenland,bucha,15,818.0,3659,this babyfaced murderer is mikhail tkach from vladivostok on his vk page he doesn t deny what he did in bucha says he s coming back to cut your heads according to media reports the unit responsible for buchamassacre is being sent to kharkiv oblast standwithukraine https t co k5q1vr4odi
1757,Greenland,business,5,0.2,1,kick off of the futuregreenland2022 conference a new growth agenda what will it take from vision to action broadcasted live https t co du1cfclltc nuuk greenland business knowlegde conference future devleopment https t co mf5bmx1gg9
1758,Greenland,china,17,331.12,2289,a serious warning alert from spokesman of a friendly country china which always stood with pakistan and pakistanis is chinese foreign ministry spokesman referring to disastrous effects of covert us regime change operation on pakistan s economy and coming events https t co ydtdbassgx https t co inpoitaymu
1759,Greenland,eu,16,218.38,649,we will never forgive the blood of our children is on the hands of everyone who is silent eu nato stoprussia stopputin closetheskyoverukraine https t co ptyfz7azxz
1760,Greenland,kharkiv,23,396.57,3741,a missile hits kharkiv residential area again this is how the life of ukrainians looks under russian bombs and rockets for how long will it continue armukrainenow protectuasky video ukraine now https t co nayr86pseq
1761,Greenland,kherson,9,461.89,904,breaking ukraine armed forces launched a major offensive to liberate southern kherson province reports gen staff of uaf the russian military units are retreating but currently trying to hold an intermediate weak defense line andriivka lozove bilogirka
1762,Greenland,kyiv,38,1357.89,29897,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
1763,Greenland,mariupol,119,757.11,19529,the real cause of the death of lithuanian director mantas kvedaravičius in mariupol has been announced he was taken prisoner by russians and later was shot in his head and his chest the occupiers threw his body out into the street ombudsman denisova reported today https t co h9mtiztc9j
1764,Greenland,nato,54,393.69,2931,blinken says nato countries have green light to send fighter jets to ukraine
1765,Greenland,news,1,1.0,1,news reports that right now the russians are chaotically shelling kharkov with grads ukraine war https t co 8kuq2jyi9u
1766,Greenland,putin,150,240.01,6745,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
1767,Greenland,russia,278,490.59,8170,this russia dropped bomb would flatten a building and yet these ukraine eods defuse it with 2 hands and a bottle of water while shells audibly land nearby mind boggling bravery https t co kvczeoxryz
